chrom	exon_start	exon_end	gene	tx	exon	min	mean	max	10x	20x	30x	50x	100x
12	133248801	133248908	POLE	NM_006231.3	16	55	71.17	84	100.0	100.0	100.0	100.0	0.0
12	133245397	133245525	POLE	NM_006231.3	17	70	95.47	106	100.0	100.0	100.0	100.0	39.84
12	133245221	133245323	POLE	NM_006231.3	18	50	55.27	66	100.0	100.0	100.0	100.0	0.0
12	133244942	133245088	POLE	NM_006231.3	19	47	56.35	66	100.0	100.0	100.0	75.34	0.0
12	133244089	133244234	POLE	NM_006231.3	20	60	96.9	120	100.0	100.0	100.0	100.0	50.34
12	133241888	133242036	POLE	NM_006231.3	21	62	83.27	103	100.0	100.0	100.0	100.0	6.08
12	133240956	133241048	POLE	NM_006231.3	22	74	90.05	98	100.0	100.0	100.0	100.0	0.0
12	133240590	133240734	POLE	NM_006231.3	23	47	96.6	119	100.0	100.0	100.0	98.61	54.86
12	133238113	133238270	POLE	NM_006231.3	24	41	69.5	88	100.0	100.0	100.0	92.99	0.0
12	133237555	133237750	POLE	NM_006231.3	25	32	67.86	91	100.0	100.0	100.0	79.49	0.0
12	133235881	133236095	POLE	NM_006231.3	26	37	74.78	104	100.0	100.0	100.0	87.38	0.93
12	133234454	133234556	POLE	NM_006231.3	27	52	68.21	75	100.0	100.0	100.0	100.0	0.0
12	133233935	133234015	POLE	NM_006231.3	28	54	60.14	65	100.0	100.0	100.0	100.0	0.0
12	133233722	133233844	POLE	NM_006231.3	29	90	120.02	138	100.0	100.0	100.0	100.0	87.7
12	133226263	133226475	POLE	NM_006231.3	30	18	46.61	71	100.0	91.51	73.11	54.25	0.0
12	133225892	133226101	POLE	NM_006231.3	31	29	55.06	71	100.0	100.0	96.17	63.16	0.0
12	133225515	133225658	POLE	NM_006231.3	32	27	48.03	60	100.0	100.0	89.51	51.05	0.0
12	133220423	133220563	POLE	NM_006231.3	33	28	40.01	50	100.0	100.0	82.14	0.0	0.0
12	133219993	133220146	POLE	NM_006231.3	34	54	91.37	112	100.0	100.0	100.0	100.0	45.1
12	133219810	133219916	POLE	NM_006231.3	35	48	73.9	87	100.0	100.0	100.0	98.11	0.0
12	133219406	133219582	POLE	NM_006231.3	36	48	73.44	91	100.0	100.0	100.0	93.75	0.0
12	133219092	133219315	POLE	NM_006231.3	37	36	46.29	62	100.0	100.0	100.0	28.7	0.0
12	133218763	133218983	POLE	NM_006231.3	38	39	72.1	88	100.0	100.0	100.0	94.55	0.0
12	133218233	133218437	POLE	NM_006231.3	39	35	52.89	68	100.0	100.0	100.0	63.24	0.0
12	133215711	133215884	POLE	NM_006231.3	40	45	95.47	131	100.0	100.0	100.0	93.06	50.87
12	133214600	133214725	POLE	NM_006231.3	41	61	101.91	124	100.0	100.0	100.0	100.0	62.4
12	133212478	133212610	POLE	NM_006231.3	42	87	119.91	140	100.0	100.0	100.0	100.0	95.45
12	133210772	133210964	POLE	NM_006231.3	43	79	112.38	131	100.0	100.0	100.0	100.0	78.65
12	133209250	133209381	POLE	NM_006231.3	44	73	99.79	114	100.0	100.0	100.0	100.0	53.44
12	133208901	133209094	POLE	NM_006231.3	45	67	93.45	109	100.0	100.0	100.0	100.0	31.09
12	133202703	133202903	POLE	NM_006231.3	46	47	92.77	119	100.0	100.0	100.0	96.0	47.0
12	133202231	133202356	POLE	NM_006231.3	47	72	96.67	114	100.0	100.0	100.0	100.0	40.0
12	133201491	133201580	POLE	NM_006231.3	48	81	88.72	101	100.0	100.0	100.0	100.0	1.12
12	133201283	133201396	POLE	NM_006231.3	49	63	76.82	95	100.0	100.0	100.0	100.0	0.0
13	32890598	32890664	BRCA2	NM_000059.3	2	108	134.55	151	100.0	100.0	100.0	100.0	100.0
13	32893214	32893462	BRCA2	NM_000059.3	3	47	86.25	109	100.0	100.0	100.0	97.58	17.74
13	32899213	32899321	BRCA2	NM_000059.3	4	115	146.58	170	100.0	100.0	100.0	100.0	100.0
13	32900238	32900287	BRCA2	NM_000059.3	5	57	89.51	106	100.0	100.0	100.0	100.0	14.29
13	32900379	32900419	BRCA2	NM_000059.3	6	118	123.9	130	100.0	100.0	100.0	100.0	100.0
13	32900636	32900750	BRCA2	NM_000059.3	7	82	130.49	155	100.0	100.0	100.0	100.0	85.09
13	32903580	32903629	BRCA2	NM_000059.3	8	76	84.65	88	100.0	100.0	100.0	100.0	0.0
13	32905056	32905167	BRCA2	NM_000059.3	9	87	98.27	110	100.0	100.0	100.0	100.0	43.24
13	32906409	32907524	BRCA2	NM_000059.3	10	47	74.17	104	100.0	100.0	100.0	96.59	0.72
13	32910402	32915333	BRCA2	NM_000059.3	11	29	65.83	109	100.0	100.0	99.86	82.54	0.63
13	32918695	32918790	BRCA2	NM_000059.3	12	71	87.24	98	100.0	100.0	100.0	100.0	0.0
13	32920964	32921033	BRCA2	NM_000059.3	13	86	118.03	130	100.0	100.0	100.0	100.0	89.86
13	32928998	32929425	BRCA2	NM_000059.3	14	46	87.22	116	100.0	100.0	100.0	98.36	25.29
13	32930565	32930746	BRCA2	NM_000059.3	15	46	75.43	97	100.0	100.0	100.0	95.03	0.0
13	32931879	32932066	BRCA2	NM_000059.3	16	62	108.18	138	100.0	100.0	100.0	100.0	71.12
13	32936660	32936830	BRCA2	NM_000059.3	17	63	107.62	137	100.0	100.0	100.0	100.0	63.53
13	32937316	32937670	BRCA2	NM_000059.3	18	30	108.64	154	100.0	100.0	98.87	91.24	61.02
13	32944539	32944694	BRCA2	NM_000059.3	19	50	104.01	134	100.0	100.0	100.0	99.35	53.55
13	32945093	32945237	BRCA2	NM_000059.3	20	98	136.62	164	100.0	100.0	100.0	100.0	98.61
13	32950807	32950928	BRCA2	NM_000059.3	21	61	90.05	113	100.0	100.0	100.0	100.0	28.1
13	32953454	32953652	BRCA2	NM_000059.3	22	44	84.74	115	100.0	100.0	100.0	96.97	39.9
13	32953887	32954050	BRCA2	NM_000059.3	23	60	87.23	105	100.0	100.0	100.0	100.0	14.72
13	32954144	32954282	BRCA2	NM_000059.3	24	48	77.88	100	100.0	100.0	100.0	97.1	0.0
13	32968826	32969070	BRCA2	NM_000059.3	25	56	76.82	92	100.0	100.0	100.0	100.0	0.0
13	32971035	32971181	BRCA2	NM_000059.3	26	43	96.68	133	100.0	100.0	100.0	97.95	47.95
13	32972299	32972907	BRCA2	NM_000059.3	27	36	69.45	118	100.0	100.0	100.0	91.94	10.53
14	65569022	65569057	MAX	NM_002382.4	1	37	49.14	55	100.0	100.0	100.0	40.0	0.0
14	65568264	65568290	MAX	NM_002382.4	2	202	210.15	216	100.0	100.0	100.0	100.0	100.0
14	65560426	65560533	MAX	NM_002382.4	3	72	94.98	109	100.0	100.0	100.0	100.0	37.38
14	65544631	65544754	MAX	NM_002382.4	4	66	99.35	122	100.0	100.0	100.0	100.0	58.54
14	65543194	65543381	MAX	NM_002382.4	5	43	56.71	71	100.0	100.0	100.0	79.68	0.0
15	33022892	33023446	GREM1	NM_013372.6	2	36	74.82	108	100.0	100.0	100.0	97.29	6.32
16	2098617	2098754	TSC2	NM_000548.4	2	52	86.72	105	100.0	100.0	100.0	100.0	12.41
16	2100401	2100487	TSC2	NM_000548.4	3	74	101.4	113	100.0	100.0	100.0	100.0	77.91
16	2103343	2103453	TSC2	NM_000548.4	4	48	65.77	76	100.0	100.0	100.0	97.27	0.0
16	2104297	2104441	TSC2	NM_000548.4	5	42	75.56	94	100.0	100.0	100.0	92.36	0.0
16	2105403	2105520	TSC2	NM_000548.4	6	77	112.16	133	100.0	100.0	100.0	100.0	74.36
16	2106197	2106245	TSC2	NM_000548.4	7	98	108.52	113	100.0	100.0	100.0	100.0	95.83
16	2106645	2106770	TSC2	NM_000548.4	8	59	88.68	107	100.0	100.0	100.0	100.0	11.2
16	2107106	2107179	TSC2	NM_000548.4	9	59	64.33	69	100.0	100.0	100.0	100.0	0.0
16	2108748	2108874	TSC2	NM_000548.4	10	38	52.46	61	100.0	100.0	100.0	68.25	0.0
16	2110671	2110814	TSC2	NM_000548.4	11	47	66.29	81	100.0	100.0	100.0	94.41	0.0
16	2111872	2112009	TSC2	NM_000548.4	12	51	82.25	101	100.0	100.0	100.0	100.0	5.84
16	2112498	2112601	TSC2	NM_000548.4	13	31	47.08	56	100.0	100.0	100.0	52.43	0.0
16	2112973	2113054	TSC2	NM_000548.4	14	69	87.23	96	100.0	100.0	100.0	100.0	0.0
16	2114273	2114428	TSC2	NM_000548.4	15	43	60.32	72	100.0	100.0	100.0	81.94	0.0
16	2115520	2115636	TSC2	NM_000548.4	16	52	74.29	88	100.0	100.0	100.0	100.0	0.0
16	2120457	2120579	TSC2	NM_000548.4	17	58	90.71	110	100.0	100.0	100.0	100.0	35.25
16	2121511	2121617	TSC2	NM_000548.4	18	68	79.04	93	100.0	100.0	100.0	100.0	0.0
16	2121785	2121935	TSC2	NM_000548.4	19	32	54.05	74	100.0	100.0	100.0	63.33	0.0
16	2122242	2122364	TSC2	NM_000548.4	20	77	112.18	139	100.0	100.0	100.0	100.0	70.49
16	2122850	2122984	TSC2	NM_000548.4	21	32	43.88	56	100.0	100.0	100.0	23.88	0.0
16	2124201	2124390	TSC2	NM_000548.4	22	21	49.58	67	100.0	100.0	89.42	57.14	0.0
16	2125800	2125893	TSC2	NM_000548.4	23	84	99.28	115	100.0	100.0	100.0	100.0	55.91
16	2126069	2126171	TSC2	NM_000548.4	24	79	103.91	117	100.0	100.0	100.0	100.0	66.67
16	2126492	2126586	TSC2	NM_000548.4	25	68	79.07	86	100.0	100.0	100.0	100.0	0.0
16	2127599	2127727	TSC2	NM_000548.4	26	74	112.58	133	100.0	100.0	100.0	100.0	70.31
16	2129033	2129197	TSC2	NM_000548.4	27	69	98.52	117	100.0	100.0	100.0	100.0	50.0
16	2129277	2129429	TSC2	NM_000548.4	28	40	58.28	70	100.0	100.0	100.0	76.97	0.0
16	2129558	2129670	TSC2	NM_000548.4	29	75	108.58	127	100.0	100.0	100.0	100.0	66.07
16	2130166	2130378	TSC2	NM_000548.4	30	39	65.92	85	100.0	100.0	100.0	80.66	0.0
16	2131596	2131799	TSC2	NM_000548.4	31	18	38.1	60	100.0	86.7	60.1	27.09	0.0
16	2132437	2132505	TSC2	NM_000548.4	32	37	41.43	46	100.0	100.0	100.0	0.0	0.0
16	2133696	2133817	TSC2	NM_000548.4	33	56	85.0	98	100.0	100.0	100.0	100.0	0.0
16	2134229	2134716	TSC2	NM_000548.4	34	36	67.77	101	100.0	100.0	100.0	94.46	0.21
16	2134952	2135027	TSC2	NM_000548.4	35	106	116.39	125	100.0	100.0	100.0	100.0	100.0
16	2135231	2135323	TSC2	NM_000548.4	36	85	104.34	117	100.0	100.0	100.0	100.0	64.13
16	2136194	2136380	TSC2	NM_000548.4	37	36	56.39	76	100.0	100.0	100.0	65.05	0.0
16	2136733	2136872	TSC2	NM_000548.4	38	80	111.88	133	100.0	100.0	100.0	100.0	83.45
16	2137864	2137942	TSC2	NM_000548.4	39	90	109.12	123	100.0	100.0	100.0	100.0	76.92
16	2138049	2138140	TSC2	NM_000548.4	40	93	121.97	137	100.0	100.0	100.0	100.0	91.21
16	2138228	2138326	TSC2	NM_000548.4	41	54	69.08	80	100.0	100.0	100.0	100.0	0.0
16	2138447	2138611	TSC2	NM_000548.4	42	44	50.26	58	100.0	100.0	100.0	48.78	0.0
16	23652431	23652478	PALB2	NM_024675.3	1	19	24.6	27	100.0	82.98	0.0	0.0	0.0
16	23649391	23649450	PALB2	NM_024675.3	2	97	103.44	114	100.0	100.0	100.0	100.0	72.88
16	23649171	23649273	PALB2	NM_024675.3	3	75	98.55	109	100.0	100.0	100.0	100.0	54.9
16	23646183	23647655	PALB2	NM_024675.3	4	46	72.78	122	100.0	100.0	100.0	98.03	8.49
16	23640961	23641790	PALB2	NM_024675.3	5	35	81.42	118	100.0	100.0	100.0	93.61	20.02
16	23640525	23640596	PALB2	NM_024675.3	6	98	114.2	129	100.0	100.0	100.0	100.0	94.37
16	23637557	23637718	PALB2	NM_024675.3	7	56	97.3	123	100.0	100.0	100.0	100.0	56.52
16	23635330	23635415	PALB2	NM_024675.3	8	49	91.92	106	100.0	100.0	100.0	95.29	52.94
16	23634290	23634451	PALB2	NM_024675.3	9	44	78.6	100	100.0	100.0	100.0	94.41	0.0
16	23632683	23632799	PALB2	NM_024675.3	10	66	91.26	112	100.0	100.0	100.0	100.0	25.0
16	23625325	23625412	PALB2	NM_024675.3	11	82	99.31	112	100.0	100.0	100.0	100.0	49.43
16	23619185	23619333	PALB2	NM_024675.3	12	32	66.16	90	100.0	100.0	100.0	75.68	0.0
16	23614780	23614990	PALB2	NM_024675.3	13	43	73.63	92	100.0	100.0	100.0	98.57	0.0
17	33446551	33446632	RAD51D	NM_002878.3	1	62	75.58	85	100.0	100.0	100.0	100.0	0.0
17	33446130	33446191	RAD51D	NM_002878.3	2	98	109.62	119	100.0	100.0	100.0	100.0	100.0
17	33445520	33445638	RAD51D	NM_002878.3	3	0	0.0	0	0.0	0.0	0.0	0.0	0.0
17	33434385	33434466	RAD51D	NM_002878.3	4	75	115.91	134	100.0	100.0	100.0	100.0	70.37
17	33434007	33434141	RAD51D	NM_002878.3	5	39	51.82	61	100.0	100.0	100.0	52.24	0.0
17	33433405	33433500	RAD51D	NM_002878.3	6	35	48.2	57	100.0	100.0	100.0	44.21	0.0
17	33430473	33430563	RAD51D	NM_002878.3	7	63	83.67	96	100.0	100.0	100.0	100.0	0.0
17	33430273	33430343	RAD51D	NM_002878.3	8	78	87.6	95	100.0	100.0	100.0	100.0	0.0
17	33428220	33428384	RAD51D	NM_002878.3	9	46	64.62	77	100.0	100.0	100.0	88.41	0.0
17	33427972	33428055	RAD51D	NM_002878.3	10	46	61.63	77	100.0	100.0	100.0	78.31	0.0
17	41276034	41276113	BRCA1	NM_007294.3	2	92	121.32	134	100.0	100.0	100.0	100.0	87.34
17	41267743	41267796	BRCA1	NM_007294.3	3	94	98.08	105	100.0	100.0	100.0	100.0	24.53
17	41258473	41258550	BRCA1	NM_007294.3	4	64	74.12	82	100.0	100.0	100.0	100.0	0.0
17	41256885	41256973	BRCA1	NM_007294.3	5	86	106.53	116	100.0	100.0	100.0	100.0	84.09
17	41256139	41256278	BRCA1	NM_007294.3	6	63	99.19	130	100.0	100.0	100.0	100.0	51.8
17	41251792	41251897	BRCA1	NM_007294.3	7	62	93.91	112	100.0	100.0	100.0	100.0	39.05
17	41249261	41249306	BRCA1	NM_007294.3	8	92	110.49	119	100.0	100.0	100.0	100.0	80.0
17	41247863	41247939	BRCA1	NM_007294.3	9	101	112.51	127	100.0	100.0	100.0	100.0	100.0
17	41243452	41246877	BRCA1	NM_007294.3	10	41	71.28	121	100.0	100.0	100.0	97.37	3.42
17	41242961	41243049	BRCA1	NM_007294.3	11	77	98.68	117	100.0	100.0	100.0	100.0	39.77
17	41234421	41234592	BRCA1	NM_007294.3	12	30	80.42	107	100.0	100.0	98.83	95.91	10.53
17	41228505	41228631	BRCA1	NM_007294.3	13	45	80.54	100	100.0	100.0	100.0	98.41	0.0
17	41226348	41226538	BRCA1	NM_007294.3	14	47	98.76	139	100.0	100.0	100.0	97.37	52.11
17	41222945	41223255	BRCA1	NM_007294.3	15	52	99.31	122	100.0	100.0	100.0	100.0	65.81
17	41219625	41219712	BRCA1	NM_007294.3	16	103	122.01	136	100.0	100.0	100.0	100.0	100.0
17	41215891	41215968	BRCA1	NM_007294.3	17	116	146.77	160	100.0	100.0	100.0	100.0	100.0
17	41215350	41215390	BRCA1	NM_007294.3	18	122	123.95	126	100.0	100.0	100.0	100.0	100.0
17	41209069	41209152	BRCA1	NM_007294.3	19	84	111.22	127	100.0	100.0	100.0	100.0	80.72
17	41203080	41203134	BRCA1	NM_007294.3	20	76	84.98	90	100.0	100.0	100.0	100.0	0.0
17	41201138	41201211	BRCA1	NM_007294.3	21	111	141.51	160	100.0	100.0	100.0	100.0	100.0
17	41199660	41199720	BRCA1	NM_007294.3	22	79	88.35	95	100.0	100.0	100.0	100.0	0.0
17	41197695	41197819	BRCA1	NM_007294.3	23	46	73.65	89	100.0	100.0	100.0	88.71	0.0
17	56770005	56770149	RAD51C	NM_058216.2	1	31	48.95	62	100.0	100.0	100.0	45.83	0.0
17	56772292	56772550	RAD51C	NM_058216.2	2	19	82.44	117	100.0	97.29	96.51	91.09	36.82
17	56774054	56774220	RAD51C	NM_058216.2	3	74	108.81	141	100.0	100.0	100.0	100.0	65.66
17	56780557	56780690	RAD51C	NM_058216.2	4	70	85.95	104	100.0	100.0	100.0	100.0	18.05
17	56787220	56787351	RAD51C	NM_058216.2	5	59	93.02	117	100.0	100.0	100.0	100.0	34.35
17	56798107	56798173	RAD51C	NM_058216.2	6	90	106.29	114	100.0	100.0	100.0	100.0	92.42
17	56801401	56801461	RAD51C	NM_058216.2	7	116	136.68	149	100.0	100.0	100.0	100.0	100.0
17	56809845	56809905	RAD51C	NM_058216.2	8	87	122.17	135	100.0	100.0	100.0	100.0	85.0
17	56811479	56811583	RAD51C	NM_058216.2	9	36	72.58	100	100.0	100.0	100.0	85.58	0.0
17	59938808	59938900	BRIP1	NM_032043.2	2	127	171.66	187	100.0	100.0	100.0	100.0	100.0
17	59937157	59937268	BRIP1	NM_032043.2	3	71	90.77	105	100.0	100.0	100.0	100.0	25.23
17	59934419	59934592	BRIP1	NM_032043.2	4	71	106.99	138	100.0	100.0	100.0	100.0	57.23
17	59926490	59926617	BRIP1	NM_032043.2	5	50	69.88	86	100.0	100.0	100.0	99.21	0.0
17	59924462	59924581	BRIP1	NM_032043.2	6	108	131.86	155	100.0	100.0	100.0	100.0	100.0
17	59885828	59886118	BRIP1	NM_032043.2	7	28	63.8	88	100.0	100.0	97.24	76.9	0.0
17	59878614	59878835	BRIP1	NM_032043.2	8	61	82.0	105	100.0	100.0	100.0	100.0	3.62
17	59876461	59876660	BRIP1	NM_032043.2	9	48	95.7	135	100.0	100.0	100.0	97.99	49.75
17	59870958	59871090	BRIP1	NM_032043.2	10	90	135.05	158	100.0	100.0	100.0	100.0	88.64
17	59861631	59861785	BRIP1	NM_032043.2	11	93	126.07	157	100.0	100.0	100.0	100.0	90.26
17	59858201	59858366	BRIP1	NM_032043.2	12	51	89.5	118	100.0	100.0	100.0	100.0	38.79
17	59857622	59857762	BRIP1	NM_032043.2	13	55	83.54	106	100.0	100.0	100.0	100.0	19.29
17	59853762	59853923	BRIP1	NM_032043.2	14	48	78.86	97	100.0	100.0	100.0	96.89	0.0
17	59821793	59821952	BRIP1	NM_032043.2	15	42	90.84	125	100.0	100.0	100.0	92.45	53.46
17	59820374	59820495	BRIP1	NM_032043.2	16	72	99.49	122	100.0	100.0	100.0	100.0	47.93
17	59793312	59793424	BRIP1	NM_032043.2	17	48	75.46	93	100.0	100.0	100.0	93.75	0.0
17	59770791	59770873	BRIP1	NM_032043.2	18	57	90.62	100	100.0	100.0	100.0	100.0	0.0
17	59763197	59763526	BRIP1	NM_032043.2	19	37	82.33	112	100.0	100.0	100.0	91.79	21.28
17	59760657	59761501	BRIP1	NM_032043.2	20	53	83.0	114	100.0	100.0	100.0	100.0	19.43
18	48573417	48573665	SMAD4	NM_005359.5	2	46	76.21	90	100.0	100.0	100.0	95.56	0.0
18	48575056	48575230	SMAD4	NM_005359.5	3	47	96.24	130	100.0	100.0	100.0	94.83	54.02
18	48575665	48575694	SMAD4	NM_005359.5	4	87	101.9	107	100.0	100.0	100.0	100.0	72.41
18	48581151	48581363	SMAD4	NM_005359.5	5	50	126.64	176	100.0	100.0	100.0	99.53	82.08
18	48584495	48584614	SMAD4	NM_005359.5	6	48	90.08	109	100.0	100.0	100.0	94.96	28.57
18	48584710	48584826	SMAD4	NM_005359.5	7	63	114.35	137	100.0	100.0	100.0	100.0	68.1
18	48586236	48586286	SMAD4	NM_005359.5	8	147	173.0	183	100.0	100.0	100.0	100.0	100.0
18	48591793	48591976	SMAD4	NM_005359.5	9	40	84.34	116	100.0	100.0	100.0	91.26	29.51
18	48593389	48593557	SMAD4	NM_005359.5	10	35	57.38	75	100.0	100.0	100.0	72.02	0.0
18	48603008	48603146	SMAD4	NM_005359.5	11	13	27.77	36	100.0	80.43	44.2	0.0	0.0
18	48604626	48604837	SMAD4	NM_005359.5	12	46	70.35	92	100.0	100.0	100.0	92.89	0.0
19	1206913	1207202	STK11	NM_000455.4	1	50	66.64	86	100.0	100.0	100.0	98.96	0.0
19	1218416	1218499	STK11	NM_000455.4	2	90	108.59	122	100.0	100.0	100.0	100.0	69.88
19	1219323	1219412	STK11	NM_000455.4	3	74	89.03	98	100.0	100.0	100.0	100.0	0.0
19	1220372	1220504	STK11	NM_000455.4	4	65	81.44	96	100.0	100.0	100.0	100.0	0.0
19	1220580	1220716	STK11	NM_000455.4	5	70	88.24	98	100.0	100.0	100.0	100.0	0.0
19	1221212	1221339	STK11	NM_000455.4	6	40	65.17	78	100.0	100.0	100.0	80.31	0.0
19	1221948	1222005	STK11	NM_000455.4	7	66	73.86	79	100.0	100.0	100.0	100.0	0.0
19	1222984	1223171	STK11	NM_000455.4	8	48	77.77	101	100.0	100.0	100.0	94.12	2.67
19	1226453	1226646	STK11	NM_000455.4	9	21	37.61	49	100.0	100.0	76.17	0.0	0.0
19	50902109	50902310	POLD1	NM_002691.3	2	48	123.17	168	100.0	100.0	100.0	99.0	71.14
19	50902628	50902741	POLD1	NM_002691.3	3	61	83.76	100	100.0	100.0	100.0	100.0	0.0
19	50905035	50905181	POLD1	NM_002691.3	4	74	264.34	192	163.7	163.7	163.7	163.7	154.79
19	50905256	50905381	POLD1	NM_002691.3	5	72	114.14	135	100.0	100.0	100.0	100.0	72.0
19	50905462	50905630	POLD1	NM_002691.3	6	70	78.93	86	100.0	100.0	100.0	100.0	0.0
19	50905711	50905792	POLD1	NM_002691.3	7	87	91.79	97	100.0	100.0	100.0	100.0	0.0
19	50905869	50905998	POLD1	NM_002691.3	8	46	75.81	91	100.0	100.0	100.0	83.72	0.0
19	50906310	50906476	POLD1	NM_002691.3	9	42	63.21	78	100.0	100.0	100.0	82.53	0.0
19	50906750	50906854	POLD1	NM_002691.3	10	64	84.12	97	100.0	100.0	100.0	100.0	0.0
19	50909439	50909579	POLD1	NM_002691.3	11	40	47.19	58	100.0	100.0	100.0	20.0	0.0
19	50909664	50909774	POLD1	NM_002691.3	12	49	57.13	63	100.0	100.0	100.0	90.0	0.0
19	50910240	50910431	POLD1	NM_002691.3	13	27	54.28	72	100.0	100.0	93.72	68.59	0.0
19	50910584	50910672	POLD1	NM_002691.3	14	38	55.09	65	100.0	100.0	100.0	69.32	0.0
19	50912042	50912158	POLD1	NM_002691.3	15	84	114.21	138	100.0	100.0	100.0	100.0	76.72
19	50912379	50912492	POLD1	NM_002691.3	16	39	60.43	70	100.0	100.0	100.0	83.19	0.0
19	50912776	50912923	POLD1	NM_002691.3	17	18	27.68	36	100.0	85.03	36.73	0.0	0.0
19	50916683	50916778	POLD1	NM_002691.3	18	87	105.87	118	100.0	100.0	100.0	100.0	70.53
19	50916999	50917136	POLD1	NM_002691.3	19	78	108.15	133	100.0	100.0	100.0	100.0	61.31
19	50918072	50918247	POLD1	NM_002691.3	20	33	53.92	65	100.0	100.0	100.0	65.14	0.0
19	50918695	50918847	POLD1	NM_002691.3	21	40	63.88	82	100.0	100.0	100.0	92.76	0.0
19	50918981	50919083	POLD1	NM_002691.3	22	68	87.87	104	100.0	100.0	100.0	100.0	13.73
19	50919653	50919785	POLD1	NM_002691.3	23	53	63.7	78	100.0	100.0	100.0	100.0	0.0
19	50919867	50919980	POLD1	NM_002691.3	24	50	83.73	100	100.0	100.0	100.0	95.58	0.0
19	50920302	50920354	POLD1	NM_002691.3	25	43	53.25	59	100.0	100.0	100.0	71.15	0.0
19	50920429	50920526	POLD1	NM_002691.3	26	39	44.97	49	100.0	100.0	100.0	0.0	0.0
19	50921099	50921204	POLD1	NM_002691.3	27	44	63.7	74	100.0	100.0	100.0	82.86	0.0
